lead_id,source,course_interested,city,budget_range,lead_score,first_contact_date,response_time_hours,num_follow_ups,converted,conversion_date,revenue
LD11887,Instagram Ads,Power BI & Tableau,Chennai,30k-50k,69,2026-07-08,35.6,2,Y,2026-07-12,36251
LD11888,Google Ads,Data Science Bootcamp,Delhi NCR,15k-30k,48,2026-01-19,3.4,3,N,,0
LD11889,Instagram Ads,Data Science Bootcamp,Kolkata,30k-50k,48,2026-04-16,5.4,3,N,,0
LD11890,Instagram Ads,Full Stack Development,Kolkata,15k-30k,39,2025-12-29,29.9,3,N,,0
LD11891,Organic Search,Business Analytics,Delhi NCR,<15k,7,2025-12-06,15.4,3,N,,0
LD11892,LinkedIn,Full Stack Development,Bengaluru,30k-50k,50,2025-12-11,0.1,6,Y,2025-12-19,42961
LD11893,LinkedIn,Digital Marketing,Hyderabad,50k+,100,2026-05-23,18.6,4,N,,0
LD11894,Walk-in,Python for Data Analysis,Chennai,15k-30k,68,2026-04-14,15.3,1,N,,0
LD11895,Organic Search,Python for Data Analysis,Mumbai,30k-50k,52,2026-02-21,24.6,1,Y,2026-02-27,39039
LD11896,Instagram Ads,Power BI & Tableau,Pune,30k-50k,24,2026-03-29,7.3,3,N,,0
LD11897,Organic Search,Data Science Bootcamp,Bengaluru,30k-50k,81,2026-03-08,90.3,3,N,,0
LD11898,Organic Search,Business Analytics,Ahmedabad,<15k,49,2026-03-26,24.6,3,N,,0
LD11899,Google Ads,Power BI & Tableau,Ahmedabad,<15k,82,2026-04-30,25.0,4,N,,0
LD11900,Instagram Ads,Power BI & Tableau,Mumbai,15k-30k,27,2025-12-29,15.1,7,N,,0
LD11901,Google Ads,Digital Marketing,Delhi NCR,50k+,47,2026-01-06,0.4,1,Y,2026-01-15,59461
LD11902,Instagram Ads,Digital Marketing,Hyderabad,15k-30k,42,2026-05-25,1.8,1,N,,0
LD11903,Walk-in,Power BI & Tableau,Mumbai,15k-30k,56,2026-06-26,37.5,2,N,,0
LD11904,Instagram Ads,Full Stack Development,Ahmedabad,<15k,40,2025-11-22,84.2,7,N,,0
LD11905,Google Ads,Python for Data Analysis,Bengaluru,<15k,56,2026-03-01,38.1,5,Y,2026-03-12,11587
LD11906,Google Ads,Digital Marketing,Hyderabad,<15k,43,2026-05-11,28.9,0,N,,0
LD11907,Google Ads,Digital Marketing,Bengaluru,50k+,67,2025-11-21,4.7,6,N,,0
LD11908,Instagram Ads,Data Science Bootcamp,Bengaluru,30k-50k,44,2026-04-03,8.5,5,N,,0
LD11909,Walk-in,Power BI & Tableau,Mumbai,30k-50k,2,2025-11-16,42.9,1,N,,0
LD11910,Walk-in,Digital Marketing,Mumbai,15k-30k,37,2026-03-29,2.1,4,Y,2026-04-09,22867
LD11911,Google Ads,Digital Marketing,Chennai,30k-50k,46,2026-03-17,39.3,5,N,,0
LD11912,Instagram Ads,Python for Data Analysis,Delhi NCR,<15k,51,2026-04-05,14.1,5,N,,0
LD11913,Google Ads,Business Analytics,Delhi NCR,15k-30k,26,2025-12-10,18.9,1,N,,0
LD11914,Instagram Ads,Data Science Bootcamp,Hyderabad,<15k,98,2026-01-28,34.9,3,N,,0
LD11915,Google Ads,Business Analytics,Chennai,30k-50k,58,2026-03-22,43.3,3,N,,0
LD11916,Referral,Digital Marketing,Delhi NCR,15k-30k,67,2025-12-01,22.3,1,N,,0
LD11917,Organic Search,Power BI & Tableau,Pune,15k-30k,51,2025-12-26,26.5,3,N,,0
LD11918,Google Ads,Data Science Bootcamp,Chennai,30k-50k,61,2026-04-08,61.8,2,N,,0
LD11919,Referral,Power BI & Tableau,Bengaluru,50k+,35,2025-11-24,2.5,6,N,,0
LD11920,Referral,Business Analytics,Ahmedabad,<15k,74,2026-03-19,2.1,5,Y,2026-03-25,11856
LD11921,Google Ads,Full Stack Development,Hyderabad,<15k,35,2026-06-08,20.1,1,N,,0
LD11922,Instagram Ads,Python for Data Analysis,Hyderabad,<15k,19,2026-03-03,1.0,3,N,,0
LD11923,Google Ads,Python for Data Analysis,Pune,50k+,32,2026-03-20,27.8,5,N,,0
LD11924,Organic Search,Full Stack Development,Chennai,50k+,80,2026-03-04,47.3,3,N,,0
LD11925,Instagram Ads,Digital Marketing,Mumbai,30k-50k,47,2025-11-15,18.1,4,Y,2025-11-18,37566
LD11926,LinkedIn,Full Stack Development,Ahmedabad,<15k,57,2026-03-06,33.5,2,N,,0
LD11927,Referral,Power BI & Tableau,Hyderabad,15k-30k,78,2026-06-08,19.2,3,N,,0
LD11928,Instagram Ads,Full Stack Development,Hyderabad,50k+,90,2026-05-16,8.3,3,N,,0
LD11929,Instagram Ads,Python for Data Analysis,Ahmedabad,30k-50k,51,2026-02-16,12.6,3,N,,0
LD11930,Instagram Ads,Python for Data Analysis,Mumbai,15k-30k,60,2026-06-10,22.1,6,N,,0
LD11931,Google Ads,Business Analytics,Chennai,30k-50k,73,2026-05-22,14.1,1,N,,0
LD11932,Google Ads,Python for Data Analysis,Chennai,15k-30k,71,2026-04-06,13.3,1,N,,0
LD11933,Instagram Ads,Digital Marketing,Ahmedabad,50k+,55,2025-11-12,1.5,1,N,,0
LD11934,Instagram Ads,Data Science Bootcamp,Ahmedabad,<15k,66,2026-02-02,15.8,3,N,,0
LD11935,Google Ads,Data Science Bootcamp,Ahmedabad,30k-50k,57,2025-11-17,0.3,3,N,,0
LD11936,Google Ads,Python for Data Analysis,Delhi NCR,15k-30k,42,2026-07-29,9.8,1,N,,0
LD11937,Google Ads,Digital Marketing,Hyderabad,15k-30k,89,2026-07-13,13.6,2,N,,0
LD11938,Instagram Ads,Python for Data Analysis,Chennai,<15k,100,2025-11-18,0.7,2,N,,0
LD11939,Google Ads,Power BI & Tableau,Delhi NCR,<15k,63,2026-07-12,17.3,2,Y,2026-08-03,12196
LD11940,Organic Search,Power BI & Tableau,Kolkata,50k+,54,2025-11-08,10.1,4,N,,0
LD11941,LinkedIn,Power BI & Tableau,Mumbai,50k+,37,2026-02-19,7.0,6,N,,0
LD11942,Instagram Ads,Power BI & Tableau,Pune,15k-30k,80,2026-05-28,5.1,4,N,,0
LD11943,Referral,Python for Data Analysis,Hyderabad,50k+,80,2026-05-28,6.2,3,N,,0
LD11944,Organic Search,Digital Marketing,Kolkata,15k-30k,75,2026-07-25,9.0,2,N,,0
LD11945,Instagram Ads,Python for Data Analysis,Mumbai,30k-50k,77,2026-04-25,50.0,5,N,,0
LD11946,Organic Search,Business Analytics,Ahmedabad,<15k,70,2026-02-22,0.8,3,Y,2026-02-27,11206
LD11947,Organic Search,Data Science Bootcamp,Chennai,50k+,45,2026-07-29,4.9,3,Y,2026-08-01,64016
LD11948,Referral,Power BI & Tableau,Ahmedabad,<15k,64,2026-02-12,8.4,1,N,,0
LD11949,Google Ads,Business Analytics,Kolkata,30k-50k,47,2026-06-25,18.8,4,N,,0
LD11950,Instagram Ads,Data Science Bootcamp,Kolkata,<15k,32,2026-07-05,10.2,1,N,,0
LD11951,LinkedIn,Digital Marketing,Bengaluru,50k+,79,2026-02-10,6.5,3,N,,0
LD11952,Instagram Ads,Data Science Bootcamp,Pune,15k-30k,20,2026-05-05,2.2,6,N,,0
LD11953,Organic Search,Power BI & Tableau,Pune,<15k,36,2026-04-29,2.1,4,N,,0
LD11954,Instagram Ads,Full Stack Development,Ahmedabad,15k-30k,95,2026-03-27,58.5,3,N,,0
LD11955,Organic Search,Power BI & Tableau,Kolkata,30k-50k,86,2026-04-27,18.1,3,N,,0
LD11956,Organic Search,Power BI & Tableau,Mumbai,50k+,48,2026-02-02,13.1,2,Y,2026-02-04,63479
LD11957,Instagram Ads,Business Analytics,Delhi NCR,30k-50k,70,2025-12-18,59.7,6,N,,0
LD11958,LinkedIn,Power BI & Tableau,Kolkata,30k-50k,71,2026-03-26,43.0,4,N,,0
LD11959,LinkedIn,Full Stack Development,Hyderabad,30k-50k,93,2026-03-24,24.6,4,N,,0
LD11960,Organic Search,Power BI & Tableau,Kolkata,<15k,55,2026-05-17,30.7,3,Y,2026-05-21,11711
LD11961,LinkedIn,Business Analytics,Bengaluru,30k-50k,64,2025-12-30,19.1,2,N,,0
LD11962,Organic Search,Digital Marketing,Bengaluru,<15k,32,2025-10-31,9.3,5,N,,0
LD11963,Instagram Ads,Full Stack Development,Hyderabad,30k-50k,56,2025-11-06,13.3,2,N,,0
LD11964,Instagram Ads,Digital Marketing,Mumbai,<15k,43,2026-01-20,7.0,0,N,,0
LD11965,Referral,Python for Data Analysis,Chennai,50k+,21,2026-05-02,30.4,5,Y,2026-05-09,64859
LD11966,Instagram Ads,Full Stack Development,Kolkata,50k+,64,2026-03-28,9.1,2,N,,0
LD11967,LinkedIn,Python for Data Analysis,Mumbai,50k+,46,2026-03-25,18.8,6,Y,2026-03-26,63641
LD11968,Walk-in,Full Stack Development,Ahmedabad,15k-30k,37,2026-06-12,36.9,2,N,,0
LD11969,Instagram Ads,Business Analytics,Kolkata,15k-30k,62,2026-01-06,25.3,3,N,,0
LD11970,Organic Search,Digital Marketing,Pune,50k+,34,2026-02-02,7.7,5,N,,0
LD11971,Google Ads,Digital Marketing,Pune,15k-30k,48,2026-01-14,0.5,3,N,,0
LD11972,Google Ads,Data Science Bootcamp,Bengaluru,<15k,66,2026-07-13,15.5,4,N,,0
LD11973,Organic Search,Business Analytics,Kolkata,50k+,59,2026-05-16,19.6,3,N,,0
LD11974,Instagram Ads,Business Analytics,Pune,<15k,32,2025-11-30,45.6,5,N,,0
LD11975,Walk-in,Full Stack Development,Ahmedabad,50k+,17,2026-06-08,47.1,2,N,,0
LD11976,Referral,Full Stack Development,Pune,50k+,43,2026-02-22,25.9,2,Y,2026-03-05,65430
LD11977,Referral,Python for Data Analysis,Ahmedabad,50k+,57,2026-05-28,1.0,5,N,,0
LD11978,LinkedIn,Python for Data Analysis,Mumbai,30k-50k,80,2026-06-29,28.1,4,N,,0
LD11979,Instagram Ads,Business Analytics,Bengaluru,50k+,34,2025-11-04,29.7,3,N,,0
LD11980,Referral,Power BI & Tableau,Mumbai,50k+,93,2025-12-26,12.7,2,N,,0
LD11981,LinkedIn,Full Stack Development,Kolkata,30k-50k,60,2025-11-27,4.4,4,N,,0
LD11982,Referral,Power BI & Tableau,Bengaluru,30k-50k,70,2025-11-09,8.7,4,N,,0
LD11983,Instagram Ads,Data Science Bootcamp,Chennai,50k+,35,2026-04-12,12.4,6,N,,0
LD11984,Instagram Ads,Data Science Bootcamp,Hyderabad,50k+,80,2026-05-10,3.3,0,N,,0
LD11985,Referral,Business Analytics,Ahmedabad,30k-50k,78,2025-11-13,21.7,7,N,,0
LD11986,Google Ads,Power BI & Tableau,Hyderabad,<15k,77,2026-05-21,15.8,0,N,,0
LD11987,Instagram Ads,Business Analytics,Hyderabad,50k+,55,2026-02-17,13.3,3,Y,2026-02-24,58907
LD11988,Instagram Ads,Full Stack Development,Bengaluru,30k-50k,34,2026-01-02,14.4,1,N,,0
LD11989,LinkedIn,Digital Marketing,Ahmedabad,<15k,60,2025-12-29,23.1,3,N,,0
LD11990,Referral,Python for Data Analysis,Chennai,50k+,61,2026-06-23,20.4,5,N,,0
LD11991,Walk-in,Python for Data Analysis,Delhi NCR,30k-50k,44,2025-11-15,22.0,2,N,,0
LD11992,Google Ads,Digital Marketing,Bengaluru,15k-30k,71,2026-03-17,5.6,4,N,,0
LD11993,Organic Search,Full Stack Development,Delhi NCR,30k-50k,56,2026-01-17,20.0,1,N,,0
LD11994,Instagram Ads,Data Science Bootcamp,Pune,50k+,78,2026-06-10,10.2,2,N,,0
LD11995,Organic Search,Power BI & Tableau,Delhi NCR,<15k,66,2026-05-18,16.1,4,N,,0
LD11996,Instagram Ads,Full Stack Development,Delhi NCR,<15k,27,2026-01-26,31.9,2,N,,0
LD11997,Walk-in,Python for Data Analysis,Pune,<15k,13,2026-04-12,35.7,1,N,,0
LD11998,Walk-in,Power BI & Tableau,Delhi NCR,<15k,40,2026-05-02,8.1,2,N,,0
LD11999,Organic Search,Digital Marketing,Delhi NCR,15k-30k,0,2026-01-26,51.2,1,N,,0
LD12000,Walk-in,Digital Marketing,Bengaluru,30k-50k,40,2026-01-21,31.1,4,N,,0
LD12001,Instagram Ads,Full Stack Development,Pune,<15k,36,2025-12-09,5.6,2,Y,2025-12-11,11887
LD12002,Instagram Ads,Power BI & Tableau,Ahmedabad,15k-30k,45,2026-04-29,5.4,3,N,,0
LD12003,Google Ads,Digital Marketing,Delhi NCR,15k-30k,62,2025-12-30,3.7,3,Y,2026-01-07,24077
LD12004,Walk-in,Full Stack Development,Ahmedabad,15k-30k,52,2026-01-21,11.5,1,N,,0
LD12005,LinkedIn,Business Analytics,Chennai,<15k,51,2025-11-16,16.9,6,N,,0
LD12006,LinkedIn,Data Science Bootcamp,Pune,15k-30k,88,2026-07-16,21.5,3,N,,0
LD12007,Instagram Ads,Python for Data Analysis,Kolkata,50k+,33,2026-06-28,19.2,5,N,,0
LD12008,Walk-in,Business Analytics,Pune,50k+,35,2026-07-06,1.3,2,N,,0
LD12009,Google Ads,Business Analytics,Bengaluru,30k-50k,52,2026-04-19,13.8,4,N,,0
LD12010,LinkedIn,Full Stack Development,Hyderabad,30k-50k,74,2026-02-24,10.4,6,N,,0
LD12011,Walk-in,Data Science Bootcamp,Ahmedabad,15k-30k,35,2026-03-15,6.9,2,N,,0
LD12012,Instagram Ads,Python for Data Analysis,Delhi NCR,50k+,33,2026-07-23,28.0,4,N,,0
LD12013,Google Ads,Python for Data Analysis,Kolkata,15k-30k,60,2026-07-15,7.4,3,N,,0
LD12014,Instagram Ads,Full Stack Development,Ahmedabad,50k+,100,2026-05-02,22.8,1,N,,0
LD12015,LinkedIn,Digital Marketing,Kolkata,15k-30k,37,2026-06-02,13.4,2,N,,0
LD12016,Walk-in,Data Science Bootcamp,Ahmedabad,30k-50k,55,2026-01-26,22.9,1,N,,0
LD12017,LinkedIn,Python for Data Analysis,Bengaluru,30k-50k,23,2026-02-21,0.6,7,N,,0
LD12018,Instagram Ads,Data Science Bootcamp,Kolkata,30k-50k,75,2025-12-10,2.8,5,N,,0
LD12019,Referral,Power BI & Tableau,Chennai,30k-50k,57,2026-02-10,27.3,4,N,,0
LD12020,LinkedIn,Digital Marketing,Hyderabad,30k-50k,56,2026-05-24,48.8,3,N,,0
LD12021,LinkedIn,Digital Marketing,Ahmedabad,50k+,71,2026-03-09,18.0,1,N,,0
LD12022,Organic Search,Full Stack Development,Mumbai,15k-30k,73,2026-06-19,31.8,5,Y,2026-06-22,22192
LD12023,Instagram Ads,Power BI & Tableau,Pune,30k-50k,32,2026-01-21,4.5,3,N,,0
LD12024,Google Ads,Digital Marketing,Bengaluru,<15k,59,2026-05-12,29.7,3,N,,0
LD12025,Walk-in,Data Science Bootcamp,Kolkata,<15k,42,2026-06-07,14.9,9,N,,0
LD12026,Referral,Data Science Bootcamp,Ahmedabad,<15k,28,2026-07-07,10.9,7,N,,0
LD12027,Referral,Digital Marketing,Delhi NCR,15k-30k,19,2026-04-02,16.0,8,N,,0
LD12028,LinkedIn,Digital Marketing,Bengaluru,15k-30k,40,2026-07-22,66.6,3,N,,0
LD12029,Google Ads,Data Science Bootcamp,Bengaluru,<15k,44,2026-04-01,86.4,0,N,,0
LD12030,Google Ads,Power BI & Tableau,Hyderabad,15k-30k,44,2025-12-06,11.0,2,N,,0
LD12031,Instagram Ads,Full Stack Development,Hyderabad,<15k,90,2026-01-05,28.1,4,N,,0
LD12032,Organic Search,Power BI & Tableau,Kolkata,15k-30k,100,2025-12-25,32.2,3,N,,0
LD12033,Google Ads,Full Stack Development,Hyderabad,15k-30k,71,2026-04-25,2.6,3,N,,0
LD12034,Walk-in,Full Stack Development,Delhi NCR,15k-30k,56,2026-07-09,2.6,3,N,,0
LD12035,Referral,Digital Marketing,Hyderabad,50k+,56,2026-06-19,23.5,4,N,,0
LD12036,Instagram Ads,Full Stack Development,Delhi NCR,50k+,38,2025-11-25,12.7,1,N,,0
LD12037,LinkedIn,Python for Data Analysis,Delhi NCR,30k-50k,70,2026-05-16,60.6,2,N,,0
LD12038,Instagram Ads,Business Analytics,Delhi NCR,<15k,17,2025-12-22,62.8,6,N,,0
LD12039,Google Ads,Data Science Bootcamp,Kolkata,50k+,28,2026-01-12,14.4,4,N,,0
LD12040,Referral,Digital Marketing,Delhi NCR,<15k,40,2026-05-02,24.7,1,N,,0
LD12041,Google Ads,Digital Marketing,Ahmedabad,15k-30k,62,2026-04-13,8.9,4,N,,0
LD12042,LinkedIn,Data Science Bootcamp,Mumbai,50k+,90,2026-06-26,5.0,7,N,,0
LD12043,Instagram Ads,Power BI & Tableau,Pune,50k+,64,2025-12-21,1.7,1,Y,2025-12-24,66092
LD12044,Referral,Full Stack Development,Hyderabad,50k+,44,2026-05-26,27.0,6,N,,0
LD12045,Instagram Ads,Business Analytics,Mumbai,50k+,83,2026-05-16,17.1,0,N,,0
LD12046,Instagram Ads,Power BI & Tableau,Ahmedabad,<15k,55,2026-04-01,27.8,3,N,,0
LD12047,Instagram Ads,Full Stack Development,Hyderabad,30k-50k,38,2026-03-10,82.2,0,Y,2026-03-20,41547
LD12048,Organic Search,Data Science Bootcamp,Hyderabad,<15k,42,2026-06-25,5.3,5,N,,0
LD12049,Organic Search,Power BI & Tableau,Ahmedabad,30k-50k,24,2026-01-29,19.2,1,N,,0
LD12050,LinkedIn,Data Science Bootcamp,Pune,50k+,40,2026-07-19,18.3,3,N,,0
LD12051,Walk-in,Full Stack Development,Bengaluru,<15k,32,2025-11-04,23.4,3,N,,0
LD12052,Google Ads,Full Stack Development,Delhi NCR,50k+,72,2026-07-13,11.8,4,N,,0
LD12053,Google Ads,Business Analytics,Kolkata,30k-50k,46,2026-07-20,26.6,4,N,,0
LD12054,Google Ads,Power BI & Tableau,Ahmedabad,<15k,82,2025-12-02,18.3,4,N,,0
LD12055,Organic Search,Python for Data Analysis,Kolkata,50k+,22,2026-07-30,20.1,2,N,,0
LD12056,Instagram Ads,Full Stack Development,Mumbai,<15k,51,2026-03-10,4.7,2,N,,0
LD12057,Referral,Data Science Bootcamp,Ahmedabad,50k+,53,2026-01-05,17.8,2,Y,2026-01-07,58842
LD12058,Walk-in,Data Science Bootcamp,Chennai,30k-50k,59,2026-04-14,5.9,3,Y,2026-04-19,39249
LD12059,Referral,Full Stack Development,Kolkata,30k-50k,47,2025-12-25,10.4,4,Y,2025-12-31,38569
LD12060,Google Ads,Data Science Bootcamp,Chennai,<15k,50,2026-07-07,72.8,2,N,,0
LD12061,Referral,Power BI & Tableau,Hyderabad,30k-50k,34,2026-03-30,52.7,1,N,,0
LD12062,Referral,Python for Data Analysis,Mumbai,30k-50k,48,2026-05-30,1.3,3,N,,0
LD12063,Google Ads,Business Analytics,Kolkata,<15k,54,2026-02-11,27.1,3,N,,0
LD12064,Organic Search,Full Stack Development,Delhi NCR,15k-30k,52,2026-03-25,2.8,4,N,,0
LD12065,Google Ads,Full Stack Development,Hyderabad,50k+,57,2026-02-06,13.4,3,N,,0
LD12066,Referral,Full Stack Development,Ahmedabad,30k-50k,20,2026-01-10,11.8,4,N,,0
LD12067,Organic Search,Data Science Bootcamp,Mumbai,50k+,40,2026-03-19,12.7,3,N,,0
LD12068,Organic Search,Business Analytics,Mumbai,<15k,51,2026-03-15,51.0,6,N,,0
LD12069,Instagram Ads,Data Science Bootcamp,Ahmedabad,15k-30k,61,2025-11-26,14.6,6,N,,0
LD12070,Referral,Python for Data Analysis,Delhi NCR,<15k,10,2026-07-25,90.6,6,N,,0
LD12071,Google Ads,Python for Data Analysis,Bengaluru,50k+,57,2026-03-08,23.8,3,N,,0
LD12072,Referral,Data Science Bootcamp,Bengaluru,30k-50k,55,2026-06-17,14.5,2,N,,0
LD12073,LinkedIn,Digital Marketing,Kolkata,<15k,84,2026-07-07,27.6,4,Y,2026-07-08,10961
LD12074,Organic Search,Data Science Bootcamp,Ahmedabad,15k-30k,50,2026-02-09,12.5,1,N,,0
LD12075,Google Ads,Full Stack Development,Mumbai,15k-30k,42,2026-02-21,5.5,4,N,,0
LD12076,Organic Search,Data Science Bootcamp,Pune,<15k,68,2026-04-02,22.2,1,N,,0
LD12077,Organic Search,Python for Data Analysis,Ahmedabad,<15k,53,2025-12-30,7.1,2,Y,2026-01-04,11812
LD12078,Google Ads,Power BI & Tableau,Mumbai,<15k,50,2025-12-09,0.8,4,N,,0
LD12079,Referral,Full Stack Development,Bengaluru,15k-30k,65,2026-01-10,54.2,1,N,,0
LD12080,Google Ads,Business Analytics,Delhi NCR,<15k,57,2026-07-13,11.4,6,N,,0
LD12081,Google Ads,Data Science Bootcamp,Pune,50k+,54,2026-04-07,11.0,0,N,,0
LD12082,Instagram Ads,Power BI & Tableau,Hyderabad,<15k,28,2026-02-21,13.3,1,N,,0
LD12083,LinkedIn,Data Science Bootcamp,Mumbai,50k+,79,2025-12-11,1.5,4,Y,2025-12-20,59298
LD12084,LinkedIn,Data Science Bootcamp,Kolkata,15k-30k,59,2026-01-29,1.5,6,N,,0
LD12085,Referral,Digital Marketing,Chennai,50k+,75,2026-02-11,13.0,1,Y,2026-02-17,65888
LD12086,Organic Search,Data Science Bootcamp,Chennai,15k-30k,75,2026-06-15,1.6,4,Y,2026-06-22,24064
LD12087,Instagram Ads,Business Analytics,Pune,<15k,49,2026-03-16,34.5,3,N,,0
LD12088,Referral,Digital Marketing,Hyderabad,<15k,69,2026-04-27,2.4,4,N,,0
LD12089,Organic Search,Digital Marketing,Kolkata,15k-30k,63,2026-05-05,9.7,2,N,,0
LD12090,Referral,Business Analytics,Pune,30k-50k,41,2026-01-09,6.1,2,Y,2026-01-16,43203
LD12091,Google Ads,Python for Data Analysis,Bengaluru,15k-30k,99,2026-06-12,3.7,4,N,,0
LD12092,Referral,Business Analytics,Kolkata,<15k,71,2026-07-21,3.6,4,N,,0
LD12093,Google Ads,Business Analytics,Ahmedabad,<15k,73,2026-04-24,9.5,0,N,,0
LD12094,Instagram Ads,Data Science Bootcamp,Bengaluru,<15k,64,2026-03-13,77.9,1,N,,0
LD12095,Organic Search,Business Analytics,Delhi NCR,<15k,79,2025-12-15,6.3,2,N,,0
LD12096,Instagram Ads,Python for Data Analysis,Pune,50k+,36,2026-06-05,3.2,4,N,,0
LD12097,Instagram Ads,Business Analytics,Delhi NCR,15k-30k,80,2025-12-16,26.3,5,Y,2025-12-22,21687
LD12098,Instagram Ads,Power BI & Tableau,Kolkata,50k+,39,2026-05-15,4.8,1,N,,0
LD12099,Instagram Ads,Business Analytics,Bengaluru,15k-30k,98,2026-03-13,5.9,5,N,,0
LD12100,Organic Search,Power BI & Tableau,Ahmedabad,15k-30k,34,2026-07-08,64.0,4,N,,0
LD12101,Organic Search,Power BI & Tableau,Delhi NCR,<15k,52,2026-03-28,6.0,2,N,,0
LD12102,Instagram Ads,Digital Marketing,Bengaluru,50k+,50,2026-04-24,11.5,4,N,,0
LD12103,Google Ads,Power BI & Tableau,Mumbai,15k-30k,82,2025-11-16,2.2,2,N,,0
LD12104,Instagram Ads,Data Science Bootcamp,Chennai,<15k,29,2025-11-09,0.2,2,Y,2025-11-13,12691
LD12105,Organic Search,Power BI & Tableau,Ahmedabad,15k-30k,53,2026-06-19,35.5,0,N,,0
LD12106,Instagram Ads,Full Stack Development,Delhi NCR,15k-30k,59,2026-07-16,11.5,5,N,,0
LD12107,Instagram Ads,Data Science Bootcamp,Hyderabad,15k-30k,39,2026-05-01,102.1,5,N,,0
LD12108,Instagram Ads,Business Analytics,Ahmedabad,50k+,45,2026-05-27,1.5,3,N,,0
LD12109,Walk-in,Business Analytics,Bengaluru,15k-30k,1,2026-02-20,5.9,3,N,,0
LD12110,LinkedIn,Data Science Bootcamp,Delhi NCR,30k-50k,49,2026-06-18,11.8,3,N,,0
LD12111,Organic Search,Business Analytics,Delhi NCR,50k+,41,2026-01-02,26.4,4,N,,0
LD12112,Referral,Digital Marketing,Bengaluru,50k+,61,2026-05-12,8.8,1,N,,0
LD12113,Instagram Ads,Data Science Bootcamp,Pune,<15k,69,2025-11-02,11.6,4,N,,0
LD12114,Instagram Ads,Business Analytics,Ahmedabad,<15k,58,2026-03-18,8.3,3,N,,0
LD12115,Referral,Power BI & Tableau,Hyderabad,<15k,52,2026-02-09,19.4,2,N,,0
LD12116,Organic Search,Business Analytics,Chennai,50k+,44,2026-04-17,13.1,3,N,,0
LD12117,Google Ads,Python for Data Analysis,Chennai,15k-30k,39,2026-05-01,60.1,5,N,,0
LD12118,Google Ads,Business Analytics,Chennai,<15k,21,2026-04-17,5.5,2,N,,0
LD12119,LinkedIn,Business Analytics,Mumbai,<15k,54,2026-03-11,25.3,2,N,,0
LD12120,Referral,Full Stack Development,Mumbai,50k+,51,2026-03-13,28.7,3,Y,2026-03-21,59337
LD12121,Organic Search,Python for Data Analysis,Hyderabad,15k-30k,82,2025-11-01,13.9,2,N,,0
LD12122,Instagram Ads,Python for Data Analysis,Bengaluru,50k+,49,2026-03-30,23.2,3,N,,0
LD12123,Organic Search,Python for Data Analysis,Mumbai,15k-30k,89,2025-11-03,0.6,2,N,,0
LD12124,Organic Search,Power BI & Tableau,Pune,50k+,61,2026-03-24,23.3,6,N,,0
LD12125,Google Ads,Python for Data Analysis,Pune,30k-50k,61,2026-01-14,48.1,5,N,,0
LD12126,LinkedIn,Python for Data Analysis,Chennai,15k-30k,49,2026-07-24,7.2,1,N,,0
LD12127,Organic Search,Digital Marketing,Chennai,15k-30k,34,2025-11-04,56.7,7,N,,0
LD12128,Walk-in,Business Analytics,Bengaluru,<15k,71,2026-06-09,11.3,6,N,,0
LD12129,Organic Search,Digital Marketing,Hyderabad,15k-30k,64,2026-05-03,34.1,1,N,,0
LD12130,Instagram Ads,Python for Data Analysis,Kolkata,50k+,64,2026-06-08,19.8,4,N,,0
LD12131,LinkedIn,Business Analytics,Mumbai,30k-50k,61,2026-07-06,111.1,4,N,,0
LD12132,Instagram Ads,Digital Marketing,Pune,15k-30k,76,2025-11-29,20.4,5,N,,0
LD12133,Instagram Ads,Power BI & Tableau,Hyderabad,15k-30k,68,2025-11-26,8.4,3,N,,0
LD12134,Instagram Ads,Python for Data Analysis,Mumbai,50k+,13,2025-12-10,54.2,1,N,,0
LD12135,Referral,Power BI & Tableau,Ahmedabad,50k+,84,2025-12-22,2.7,0,Y,2025-12-25,63930
LD12136,Instagram Ads,Digital Marketing,Kolkata,<15k,26,2026-03-23,12.7,1,N,,0
LD12137,Instagram Ads,Full Stack Development,Mumbai,15k-30k,66,2026-06-10,1.8,8,N,,0
LD12138,Google Ads,Digital Marketing,Mumbai,50k+,35,2026-01-11,23.2,3,N,,0
LD12139,Organic Search,Power BI & Tableau,Bengaluru,15k-30k,36,2026-02-16,37.3,4,Y,2026-02-20,22974
LD12140,Google Ads,Python for Data Analysis,Bengaluru,<15k,76,2026-02-09,17.9,4,N,,0
LD12141,Google Ads,Python for Data Analysis,Kolkata,<15k,76,2026-02-18,22.5,0,N,,0
LD12142,Organic Search,Power BI & Tableau,Ahmedabad,50k+,41,2026-04-03,30.1,5,N,,0
LD12143,Organic Search,Full Stack Development,Ahmedabad,<15k,39,2026-07-28,46.6,1,N,,0
LD12144,Google Ads,Python for Data Analysis,Hyderabad,15k-30k,26,2025-12-31,37.7,1,N,,0
LD12145,Google Ads,Power BI & Tableau,Kolkata,<15k,84,2026-05-05,2.2,1,N,,0
LD12146,Instagram Ads,Business Analytics,Chennai,15k-30k,32,2026-06-19,15.4,8,Y,2026-06-22,22316
LD12147,Organic Search,Digital Marketing,Hyderabad,15k-30k,57,2026-04-27,14.4,2,N,,0
LD12148,Google Ads,Data Science Bootcamp,Delhi NCR,50k+,42,2026-06-22,17.1,1,N,,0
